transaction_id,player_id,transaction_date,transaction_type,amount,payment_method
01288819-aaa6-462d-907d-2bcc4b4b2723,3e03f29f-7149-4b6f-a7ee-fe7738dc4825,2024-09-28,Deposit,1987.05,Crypto
8325d454-c326-4834-9dd6-794c28699d63,24e752fe-93f2-40bb-ba74-4472475bb83a,2023-09-11,Withdrawal,1430.13,PayPal
3113e8df-0e0c-4ad0-927f-f6c2de7d0e1a,fd559507-6793-49b9-af1e-06d8cf637936,2023-03-07,Withdrawal,2471.43,PayPal
fa5a9788-0cdb-43e8-b855-e3ba9f039c9c,dd5e7154-3c66-445f-be2c-0279a3c7fec1,2024-07-27,Withdrawal,459.61,Crypto
e7b18cb2-4193-4b90-8d13-321f95c51c1b,1bd91b1a-7489-4930-a1f3-a76723151c67,2023-12-29,Deposit,4804.41,Crypto
10704adc-615b-484a-bb0d-508ba6464abb,f52ee6e8-0122-4b89-82e1-ec10a5676d27,2024-08-06,Deposit,2695.98,Credit Card
4f42e2d9-1122-4aad-8222-bf6c256d392b,35baa514-4d69-481d-beb5-020861399d64,2023-08-18,Deposit,3879.22,Bank Transfer
9db7a1bf-16a5-405f-88f6-33014147cba7,2411cd4c-3cfb-4275-9291-049594a5074f,2024-11-29,Deposit,187.85,Bank Transfer
52bc810d-d76c-415e-9e63-665dc003e909,8fce3550-9e75-4faf-ae7f-875ad00d03ad,2024-10-31,Withdrawal,3236.56,PayPal
61c795a5-0ed3-4dc8-8fa7-b3e6b76ddbc1,b824b9bc-7328-460d-937d-d1d7b7532789,2024-08-29,Deposit,2244.03,Bank Transfer
9fca57da-2ff3-4a35-ac48-41937e18f4de,e6c6b910-44a9-4b54-b05f-a6e01dc574d9,2023-05-19,Deposit,3709.02,Bank Transfer
390764f7-4d06-4ded-a811-cacc0eafbad2,5760e875-f9fc-4aa2-bf3b-0bf6f9fa6c8d,2024-10-02,Withdrawal,1551.34,Bank Transfer
8736f330-2eea-4cbd-9a5f-d2a676617b89,52ef558d-63b9-499f-9763-128e0cb422ac,2023-02-22,Withdrawal,4501.88,Bank Transfer
2f3a5b53-39b2-4065-8f11-930dd338f502,1c1efd48-70d6-4b93-9a47-0246d7eaf636,2024-03-23,Deposit,1424.55,Bank Transfer
5d327f93-5e0e-4900-98a4-fd0197c5d3a3,04c93902-fe69-4d06-8ce4-e45c9b5bd059,2024-01-28,Deposit,536.15,Crypto
4de65bde-5bb2-474f-83a1-dda7a7cb081b,9ec8e0cc-837c-4a3d-a0c9-759ac172e738,2024-11-08,Deposit,1805.48,Crypto
8c29fa56-f3cf-47ee-9e16-59955a677879,07771bc1-f6f6-43b9-bedc-b46dd81987d5,2023-06-05,Withdrawal,2741.81,Crypto
e434d877-191b-4daf-9119-18a188c99c3c,9a8b344d-7f7d-436e-94d5-7390e31925fe,2024-12-30,Withdrawal,467.76,Bank Transfer
9360fed6-df35-4c58-aa53-2713c6287b76,ca961360-9fb0-4f6d-b71f-107ad8f943cc,2023-10-25,Withdrawal,4696.9,Bank Transfer
40865f6e-a3de-40ef-9f85-eeee6f72aeb2,c1339fa4-d751-4740-a896-f575e552a988,2023-11-18,Deposit,1412.26,PayPal
33b12ebe-6d89-4ce8-8807-c8089d8cae26,1bb29c10-b471-47b9-b0e7-ca524ccc9cdc,2024-01-12,Deposit,4560.94,PayPal
3d697c6a-7979-4bcd-9c18-6407f498a188,1d5abe6a-0841-40b0-a2ef-0741a103d80b,2024-04-16,Deposit,4392.24,Bank Transfer
c7b30874-63ac-41a5-bc06-871a1f9832be,85466e11-8bc7-4bb5-8047-01efceb504f1,2023-03-18,Withdrawal,2768.14,Bank Transfer
cd93666d-6197-4db1-87d1-e349f71a1b0c,e20de99e-e56a-4fbd-bc1e-bc4ad415d081,2023-09-26,Deposit,4606.35,PayPal
d37dece8-09be-4d75-99bc-73b07e0ed782,01fe0f27-72ca-4e37-be99-9cf1d874e843,2023-10-05,Withdrawal,3804.97,Bank Transfer
122170b9-a0c2-49fd-968d-a5839111e77a,12f51587-f453-4a7c-a948-04b18b81e031,2023-03-20,Deposit,133.6,PayPal
d1fc2124-546d-43e3-8541-54098d9016d3,25265cdb-eeeb-4c65-8d82-72a085de60f8,2023-03-11,Deposit,4337.94,Credit Card
1015fa31-c49f-4a72-b033-c2df479bc371,471306de-8a05-45a0-ab05-1a8a27508f84,2025-01-02,Withdrawal,4589.15,Bank Transfer
a990ff10-b3f6-4b86-b457-d2d6d5d26347,3084a770-05d6-4281-9b45-2310bfc5ce21,2025-01-09,Withdrawal,4295.52,Crypto
d32dbe5a-dc67-47e3-914e-5f20f802d9fd,2e2d3298-7803-4c94-8924-2ac50f6626da,2024-11-18,Deposit,408.83,PayPal
4f8d7ce4-22d8-4a7a-9bf6-2b8cf3451d18,b8c46dc7-bfa3-4900-90a8-5ee2e5ab7636,2023-03-20,Withdrawal,4728.23,PayPal
5f98af4d-21f9-468a-8ed6-c729441a84ff,caa37181-9c1a-47c4-868b-34ecaa40d5cb,2023-12-03,Withdrawal,3848.4,Bank Transfer
da2312c5-b2c9-4bdd-b3fd-62357bf00655,a47312b5-b582-4555-9381-7258d13fb80b,2024-04-02,Deposit,1056.08,PayPal
fe70a295-7476-46f8-aad8-dd2614750c8d,66109f7b-969d-4e5f-9c3f-bb00c61913a3,2024-01-13,Withdrawal,2677.81,Crypto
419aa625-cda3-443e-987a-d1c178027421,8b8bbd81-78da-4187-863b-7aa2ae91ef36,2024-12-01,Deposit,1402.24,Bank Transfer
9f21890f-921e-4edf-a7f0-7a838f0af503,616a81b4-fecb-4794-99e0-6ad266bd5538,2023-04-06,Deposit,2440.25,Crypto
76710dd6-069f-424f-a686-578f693fcd7c,46e7fcdd-359b-491b-bd03-4de0601080e0,2024-07-28,Deposit,1532.02,PayPal
b7aea95f-79a3-45d2-83d6-2d64b0be902f,23f81a14-3f8b-4909-bb3e-ff1e89ed102d,2024-10-22,Deposit,314.4,PayPal
094ea960-0d2f-4af4-b419-570dcf13b346,3b5eb1d9-6116-4401-83b7-fc63178c6353,2024-12-27,Withdrawal,2353.53,Bank Transfer
494cffc1-3254-4f83-834d-7943012a1557,c177eeb7-efa9-4de1-b2aa-9d444e3899fa,2023-05-23,Deposit,315.13,PayPal
d0e867c6-d3b4-4dbd-8e66-72e78caeac95,7c2ec4eb-5553-4246-bd70-60e061884293,2024-04-14,Deposit,3511.94,Credit Card
04a31f1a-2611-4caf-ba6e-e8ba99d67bd2,713b39ca-abb4-48e1-ba06-71473a45b218,2024-08-29,Withdrawal,2074.07,Bank Transfer
f21797d6-8fd4-4757-995e-06aa68482cd9,0ad870e0-8ef5-4cf0-b081-3c97e009a9dc,2023-07-24,Deposit,4553.53,PayPal
60c94575-6e23-4104-87b9-84eafa22dc68,8abd536f-80d3-404e-b563-df7305ac6b5c,2024-10-04,Withdrawal,3109.72,Crypto
98eb48f0-252d-4821-aa5f-112cde63fff7,8f347344-7635-4ad6-93c1-0a1443cfc532,2023-12-17,Deposit,635.59,Crypto
46d8a5ef-01f2-4801-86ae-6dde39e71158,342b17ac-8e9d-40fd-93a5-215404d4cb65,2023-07-13,Deposit,2506.86,Crypto
0994aa14-788b-48aa-815a-3c997218ffaf,96c6818f-767d-4bd5-990c-3602863e38d0,2024-10-03,Withdrawal,1389.83,Credit Card
9f52fe24-0919-454c-ab93-4e451a6bf843,76b009ee-c20f-4f51-9938-9d787a58d1e8,2024-12-17,Deposit,1240.44,Bank Transfer
712f1052-db30-40cb-bfa6-01aed3310675,86d5dd9d-427a-4fcd-8607-46c9f2ba7cdc,2024-05-11,Deposit,4929.15,PayPal
6ff297cd-31a3-4443-b20e-4d9e089d2979,8cf6b455-6072-426e-bb12-e006999d75a1,2024-06-22,Deposit,3596.73,Crypto
c1ee6e85-b170-4cb3-b090-414b339aa50a,99622eec-7065-46bf-a6dc-f4c14afaf35a,2023-05-03,Deposit,3559.2,Bank Transfer
5d3f5325-e0f5-4741-8f57-0ad3ad7e15ba,88f3576c-98fc-4fed-9ebc-cb1e3e8dc56c,2024-09-11,Deposit,2297.37,Bank Transfer
6f7ab5d1-6197-4069-96a4-7eaa41de7e06,a3a1439d-0205-4241-be5e-4fc8668c4116,2023-04-19,Deposit,1039.35,Crypto
90a6c7f7-b4b2-4768-b8b0-0c7e7c6c5d46,104b074a-4f24-40cb-af54-b01c5be1790c,2023-05-17,Withdrawal,1941.72,PayPal
8e1a7a5c-c3b0-4b8c-a02d-07eca3d566d9,8312e381-b52c-4abc-9203-8cb9473c0a17,2025-02-06,Withdrawal,3572.62,Credit Card
c3759a4d-b6c6-44c6-bbef-e69744f0647b,2a9f1096-db13-4032-b3a3-c507be1975a4,2024-08-22,Deposit,4971.78,Crypto
dc862c98-1090-4479-8930-eac14e155137,4276ed33-1b06-4d1c-88e0-065cdfc124d1,2025-01-22,Deposit,4678.82,Bank Transfer
631d6242-ca4d-4852-92da-fea0612c551c,0365a0ff-82a0-4e16-a932-f62c64e9c528,2024-07-23,Deposit,131.03,Bank Transfer
d4360482-f3a4-4be0-8029-2a9f5c0c6cbb,f602055a-d9c7-42d6-a651-5c8eaa567ef4,2023-04-28,Withdrawal,943.42,Bank Transfer
18e1fef1-aeed-42c0-946b-2c336f5ec03b,71cefe1f-41dd-491e-9e53-6e291b7845d1,2024-10-05,Deposit,291.65,Bank Transfer
a406f206-a840-4916-a8db-318c27b90e7a,69d94449-b6d5-448c-ad62-1356ee80e20b,2023-07-13,Deposit,1053.48,PayPal
ebac51ed-56fe-452a-8167-bf66cce20198,db088448-ce36-4453-b480-9ed1d8d0ce9b,2024-01-31,Deposit,2213.93,Bank Transfer
9d4fc910-491c-4cc8-ba55-2a64f8f76201,4b1690cf-6e96-4aae-991c-13d344dcc02d,2024-11-08,Deposit,4741.78,Credit Card
93a39972-f8ed-4d02-8826-56eb6551dd64,aa9e640d-0dd4-4e77-b6ea-e5971a18d1b6,2024-08-03,Withdrawal,2820.43,Credit Card
9cf9844b-4468-43f8-a28d-24b745f7d7cd,e8d36a6e-9c5a-4454-bdcb-5faf764d065c,2023-11-19,Deposit,1585.42,Crypto
559b99d5-4886-4e88-97b0-324f10abbfe6,8b8e90bd-826a-4fa9-8ed5-32d233e5a5a6,2023-04-04,Deposit,1804.69,Crypto
