game_id,game_name,total_bets,total_wins,RTP
359aa3b8-31fb-49a4-996b-bc2b63b8b1c1,Poker,10832,67628,95.31
9f43ddd4-6f00-4ee2-a2fa-e335233e9862,Roulette,30486,20123,97.74
1815ac16-63e8-4ae5-96c5-5ce6d197e361,Roulette,46431,8216,90.51
25eacd81-6d8b-440a-b2db-53622a9d9e1d,Slots,58241,25223,86.91
aa6e5925-4830-49f6-a062-8c0f23ca5369,Poker,88491,45969,96.8
b1b7e8fa-4708-49ea-aece-e535c377b24c,Blackjack,52469,32517,89.76
69ff9379-5a24-4ed0-aa67-6d482e221fe0,Sports Betting,55607,33511,87.04
b7889b05-bfe1-4788-bf5b-cf70f91db29e,Poker,45341,18306,88.22
95412d0f-6d40-4dbd-a59d-ed73c7ededc8,Slots,34523,43611,88.27
3821f842-6108-4261-8a8e-3ac020b3be41,Roulette,91569,29796,92.45
b324c758-d2bd-4e60-938c-73f69362c7d5,Blackjack,62784,5859,88.69
5d924360-ba22-4030-bb11-3a2a979996b5,Slots,93097,80929,92.35
480daf64-70ba-44fb-b1b8-e76bf9ee79a5,Poker,43308,48898,96.83
b09122a8-9584-4e6a-96f2-0e059b740185,Roulette,66110,66638,90.42
0ab279e2-3e54-40b2-bed6-5a023518938e,Roulette,86016,80290,88.44
1d6529ec-3c7c-4feb-86ac-6f17d3efbb4a,Sports Betting,34508,11547,86.68
6af1d1e3-64c0-4b61-a453-2d6099acb96b,Blackjack,76491,52834,92.62
7ca5f720-51d3-47cb-8342-5387ec1502fb,Roulette,51665,8228,97.0
e08ec051-556b-4c3a-a4c7-b9c6af99a819,Roulette,7145,86547,91.94
007cc43a-36a1-4e1a-8032-6f7e387ac614,Roulette,51671,41287,85.68
2c49d3d3-3409-4735-984d-dd4795dfb5b1,Slots,33284,86981,92.52
3e41953f-bfb5-4e87-9e9b-f5b7bf91a058,Slots,56760,7742,94.15
f446f6e2-8852-47b1-b7db-c3b1e10330e8,Blackjack,53984,2652,96.12
fab1ce32-e66d-46ef-a52f-74abbf96f592,Roulette,84349,47597,95.82
23a15fd4-c690-4af3-8905-056d7fa343d3,Poker,40161,10021,94.59
8ab54b9b-3d11-4db1-959c-61b7b7bc8485,Poker,26904,52842,87.88
254aa045-fdca-43bf-aa29-a7a1c3a13863,Sports Betting,64131,31654,94.85
d037ecd9-a40d-4d97-976c-4ba60716ec69,Slots,18166,66235,89.31
ebf2d752-10bc-45db-9030-aa71188e3a4d,Roulette,44659,13164,97.37
327d7066-60cf-4b11-b584-d84c02056632,Blackjack,18671,37692,90.42
134297e6-b8a8-4983-9156-128998a476ca,Roulette,30734,56181,94.09
ba332d61-9cf9-4f85-9232-a29ba5eecebe,Blackjack,29508,48823,86.91
701ea470-6aa7-4b78-a5c9-e3145bb137ca,Poker,25821,14116,87.34
3643ea89-52d4-4dad-b35b-b8addfb82fd0,Poker,45702,41488,87.17
0d742471-98a5-4019-a8a3-3c1642ba6860,Roulette,26373,84434,91.14
a82ef5ae-6fa4-4754-9416-159bfae072cf,Poker,88333,77528,97.41
d7145bea-0e6f-44f4-b887-c2a322abcdfa,Sports Betting,96933,51480,94.73
c4d1063c-7f7c-454b-91c3-8ea82012f244,Poker,81892,7636,86.07
c0768f47-6034-482c-b446-3e63618ede4a,Slots,11255,64539,85.13
3432bcf3-1772-48ec-8e2c-11244b623b52,Blackjack,22684,2845,86.39
a4310ff3-1f96-4f85-9781-9404fd697319,Slots,22135,39672,92.16
6704a7d5-5ac2-4d3f-b1fc-0a1f83d9b218,Sports Betting,98051,19274,90.45
0a12ede7-037e-403b-afa4-069401c9354e,Roulette,14182,40859,97.17
9bcb346d-f194-4b0d-9828-86d4916106e2,Poker,65187,87981,91.2
cbeae737-f062-4276-b1be-18185b5aa42a,Roulette,4714,48412,90.44
2a75d2ab-edd5-480d-897a-931b4d928bac,Sports Betting,68790,86956,87.77
f5a50d92-ec81-4367-8d46-5ec1c3a56445,Blackjack,80912,34802,92.05
be6ca314-c9e6-4417-858b-7941c55cb528,Slots,15929,49496,95.36
f5f564af-d0c0-4bd4-b9ee-ffd50e9a9160,Sports Betting,75747,1797,94.09
25885b4c-b9eb-4a5d-9e16-6f46ce458554,Sports Betting,45454,51951,96.57
97227b18-e7eb-40c5-ac73-28e73939331b,Roulette,57018,42417,91.84
3727a2bb-ab32-4de9-8bc2-7f7fd4c2bddc,Slots,45512,63244,94.63
8935ec28-82ec-442a-9170-572191bf415d,Blackjack,59087,42726,92.4
da36753e-a884-4dea-ba6b-92bbdeaa0f32,Blackjack,62540,2026,86.08
832213b7-24e0-4a59-8285-7ff4c61e96ec,Blackjack,14010,18677,92.72
588815f7-d8f5-4b01-95d8-ffe34f01cbf4,Roulette,53088,3120,88.63
cb868108-1018-40fe-8275-a367e15419c1,Poker,61456,54925,89.9
1c1a5b27-57e1-4096-b330-76b45413fd4f,Blackjack,63753,54979,90.06
15a74cec-68bf-4c32-9a07-e730ef134f62,Poker,36464,55562,95.02
c12c0376-2f04-4663-b7a6-ba751016363c,Sports Betting,7663,87686,89.31
a86448c9-54c7-4d19-9f52-5befacb24a3d,Sports Betting,87313,72192,92.19
33aba8ff-50ea-4a46-ba80-988b842c35bc,Roulette,5315,69345,96.71
1f44c71d-596f-4ac4-875c-2670a787bebe,Sports Betting,73067,33394,90.34
2256b5d9-e371-463d-8595-6481b3c39868,Slots,84511,47117,92.59
c21b5394-f29e-44b2-a83a-e90769a72903,Slots,38247,9635,86.98
51ba7242-1cac-470a-aeec-0b6333981c00,Slots,35278,57360,92.0
f9fe490f-f226-4d92-a184-6b09a3cbd81d,Sports Betting,77096,71917,90.65
4c1f8d1a-5eb8-43ab-ba85-2e36522a4f7f,Roulette,59310,26801,89.84
e837de3e-617e-4376-b371-25020b730857,Roulette,47392,7726,97.23
f840a784-4209-4174-8bfc-390be0b1be1e,Sports Betting,49060,15568,87.45
cfb33d47-6b3b-4d6a-a795-8f950e87bc6b,Poker,92595,73928,88.32
9c540616-de3b-4e58-bc19-b21e5bdb438c,Sports Betting,74975,28615,97.75
5ee84a1a-fcd4-4730-a87d-77f9a04890d3,Roulette,45847,9066,90.69
5c9003fb-56b8-461e-9224-5966b05c996d,Blackjack,10202,27532,90.86
71ad8114-17f3-402b-9494-7d2c059438df,Slots,70564,29724,92.96
727fa0db-ceda-42c0-9262-9f573ca3737e,Roulette,43130,38659,96.79
a9617839-90f1-40ab-bb04-ea3965813008,Blackjack,13395,6114,91.81
db85e2c0-17d1-49f3-ae8b-a73f2e346c92,Blackjack,4442,34230,96.23
b547d231-1cbe-4562-a32e-29e7f1972f85,Roulette,98905,85713,94.67
9afe527b-b0b4-49f5-97ce-4f643d5fb362,Blackjack,15796,79017,96.82
699dcf72-f6dc-4bb0-a6ad-7e79244d24f8,Slots,60302,15733,86.18
b516dcb4-420b-4129-b567-b09959f0e2d5,Sports Betting,54480,44968,95.1
9c93ed29-4434-4c39-ae1a-7d677e97fe30,Poker,5698,73903,88.06
e9996b5c-9aa5-48e0-b1b8-ed0050c34799,Roulette,67047,9286,89.96
283d1eb9-f8e1-4b49-8d43-1b9b53ccd4a5,Slots,45524,18141,97.18
4e14c631-86d8-4927-8f2f-422f921de42d,Slots,81665,84341,92.03
19b6bf12-a855-49bd-a0fa-c5175a61d2e7,Blackjack,24374,73073,88.4
584915a5-35c9-437f-8e38-67de2e4f736b,Sports Betting,94015,14931,89.85
10620cf2-c7ad-4c27-9a7f-d2c0f420aecf,Blackjack,11162,81110,93.97
7a44ad9d-51ba-49a2-8dfa-aaa7fa57ff7d,Roulette,4333,51187,89.63
142bf17f-976a-4ec0-a075-12e881eb8489,Slots,69487,16677,95.7
720c09ed-7226-4b33-bca8-45f279a5fa47,Poker,56477,62571,86.54
6352b885-f333-4bdf-94a0-baf49cba2543,Roulette,6588,32363,94.22
03c05d1f-9ab4-4c95-ac86-2e8098134d2f,Roulette,13117,48957,95.52
16c33780-eb88-4b54-8697-be8032f989f5,Slots,37938,27076,92.56
5cfab667-21ae-4698-9264-345063700981,Poker,13080,14765,91.1
ec303942-c523-4b3d-9630-9e45a6e1dc29,Roulette,56565,40543,96.73
6bd1debc-7aaf-4521-babe-c504a378f1e0,Blackjack,69778,23434,94.21
5071920a-a6cc-482d-9b37-b0b96af6624b,Sports Betting,3617,69356,86.15
5002e861-7b20-4147-9803-e793e4dc979d,Sports Betting,7844,6254,93.02
41b7f73c-171b-463b-b54b-ba1577893e66,Blackjack,67882,29687,88.39
55ba4142-b5f4-42f3-a82b-ee5b86ed4aef,Sports Betting,31479,85753,87.9
6b7a6f21-2ba9-4bf7-b96e-acf8d082afe0,Sports Betting,79244,59326,89.52
8c94d246-990d-4cb4-afc0-a71eae755fc9,Blackjack,5176,7959,89.71
0ee6c4a6-9aef-455e-a8b7-3c9a419c0c0f,Roulette,96573,7039,92.05
dd29d927-8736-44fe-bc3a-288db4a4282a,Roulette,66350,12051,87.01
192cbd3d-e388-4672-962e-5cbaa7ee15c5,Poker,11131,59558,90.15
6e45d0e1-4a53-4bd1-ac5d-f33d8a7b4c2d,Poker,41732,23148,87.56
38cfe10c-8a33-4be7-adba-e85e5c38d666,Slots,45404,30722,92.74
9cb1aa1a-b715-40ec-b035-d1e3fc6b8c64,Slots,76480,81565,88.14
51ed4c58-2a87-418b-90a5-0306f78e28a7,Slots,87919,56539,95.39
da7ab305-ff42-4673-b767-891d55d7c2da,Poker,47392,4356,92.83
acb2e18f-8052-4839-b030-28937bc734f3,Sports Betting,1221,72185,93.94
38f0cdaf-24b5-466e-9c25-0df254e84fa4,Slots,61726,44736,96.29
faa8cac2-d631-439b-a3a8-4995a9b2c15d,Roulette,34838,1450,87.31
970c36d6-78fc-44ab-b179-ac30534e0247,Slots,18852,45247,95.13
0fa77d19-b0a3-4156-8582-e35d66da5dc8,Slots,86802,51059,95.22
04a149fe-3688-4f3a-9f36-9af1b927bbe5,Sports Betting,67627,24138,97.56
4229df74-cf08-4e9b-a669-ade8ba68889b,Slots,85744,37310,93.4
6cbfd04e-b5f5-476d-9f4e-0ca852231a8e,Roulette,51794,4222,90.83
d5a9a18c-cc17-4694-a210-79461e136bde,Roulette,45264,81862,88.65
332748de-e363-4fc6-9e42-b65a81e0992d,Poker,94729,17939,95.7
ca7bf763-4d3f-403a-b0fc-2f92c2c6680f,Slots,96198,27933,93.17
7fc52878-b249-4554-958f-ded86524e7fd,Slots,27221,58644,89.85
f32cd16e-30ea-4fe6-b369-d42bf1079cbf,Blackjack,31203,42436,92.06
20ba0fa8-701e-4424-b9c1-471f3572ef6a,Sports Betting,88091,87954,95.94
fbb3b621-7ee2-4684-b40c-a73892a92a53,Slots,20673,41963,87.17
6c912695-e934-4166-b698-90242da5e679,Slots,53944,85738,89.67
a2a5dbb9-0429-4c0d-ac80-61908c6be315,Blackjack,92290,67487,85.54
1dcc3511-f001-4eb3-8dc5-323b2d838e00,Roulette,89637,28727,85.0
71e85d16-2d29-4b84-904b-4825eb78e2e0,Sports Betting,80157,59177,92.86
0dd9593b-ba1c-4e00-8e4c-d9a8799e9239,Slots,58752,53128,93.67
99cd1bdf-881f-4ca6-a8ca-78e38f1cde1f,Roulette,82802,84671,94.99
690d7b61-7879-4d63-9a10-e43e448eb68a,Roulette,87459,79740,91.1
ec46856b-89c6-45ab-a2b2-ef1a8bed71d8,Blackjack,64139,55568,86.64
fba07b35-ec22-4430-ba09-852b212c54ed,Blackjack,37880,18064,93.89
e4bbb3bd-7944-42b2-b1c8-2a0c5e824431,Slots,48126,34209,97.59
6849c5a8-fb82-441c-b2b0-caad32cd2459,Blackjack,18070,66241,94.52
1993e261-7821-49d1-844c-365283cbe7f4,Slots,30145,14215,91.01
58a1ee2e-8429-4590-9f82-257a992d069e,Sports Betting,81715,36477,87.15
aecaff6b-5c51-43f3-b387-070dc48b6075,Slots,19973,43950,96.47
d57c0ae4-8622-46f6-8b79-2d5580eb2f58,Roulette,56092,51242,96.21
4696b888-2b5f-47e5-b0fe-953ce24c23d9,Poker,3842,13784,88.49
ff8c75b6-3b63-48cf-a3bc-ef2b8f73f89d,Blackjack,30874,39098,89.44
d0b21f8f-799c-4bea-97a7-300d96f355fc,Sports Betting,11952,68339,93.45
32d6c8e8-303f-4091-9ca8-d6fb2ef3abe5,Sports Betting,2627,20660,90.57
289a8ed8-7f7d-4f8e-a8a7-e71716af9c17,Blackjack,35671,53945,97.26
556b5fd6-c64f-457d-8412-f989dcf5c684,Poker,95535,64417,91.86
acaf1c03-50e7-4650-a789-e0e4d4420562,Slots,51395,37540,97.59
4bd9755f-684d-4db3-ac98-3b88732bff6a,Sports Betting,8126,86613,94.52
566d0f74-0283-449c-97dd-798b513004a8,Roulette,62715,71669,95.9
c397b01f-542d-4e88-b0c6-af0e2f3b7d07,Slots,30924,45202,91.44
98edb97a-3557-403d-a047-8b744941c656,Poker,41914,61462,92.62
27c677ea-bdf7-4e82-862a-da10c6a81232,Slots,89043,25385,86.39
61f806e2-3593-4f2d-bbf0-0e8a03034646,Blackjack,27051,41777,92.28
bd73bca1-d0de-456e-9beb-fdb56a903d23,Slots,97096,79924,85.65
f49f5fb5-9e18-4908-9211-0d66119fc9c5,Roulette,76842,21922,90.16
5d97d6b3-c1a5-4b3a-96eb-fc5674e4877b,Blackjack,83765,24739,92.11
6b07b295-57c6-4014-9f7d-949e1b99d695,Sports Betting,34583,48812,92.72
896e3f02-98cc-4838-8f79-a83e833b95ce,Blackjack,58378,73982,89.67
d93c3a66-6146-4d6d-876b-da50a90cf166,Blackjack,75003,38102,95.6
6e350cba-95e8-45ee-9bc6-4c491b8c93de,Slots,20688,83222,91.97
b8f91565-9b35-4da3-b72a-509586220cea,Roulette,78689,64131,86.32
17747cfe-d0a9-4def-a756-a77d3b4ab630,Blackjack,8849,36646,91.33
774feb84-042d-4edd-8b6d-0ce1c9ae154b,Poker,8884,29925,90.7
587bb5a6-f7a7-4973-b7cd-7949662fde4a,Roulette,61432,8729,94.17
a4a1444c-d5a2-4c9f-ab8f-8624d2694af7,Sports Betting,78851,67270,85.65
91c5a5b1-adb5-484c-a528-413ceecb6a23,Slots,84080,2622,85.87
beee975c-9807-44e9-b617-a845b690a5a2,Roulette,46221,14550,85.02
d6761067-a0c1-44d5-b9f2-7b1497e768fa,Slots,12793,86101,91.53
26c36919-75ed-4786-ad6b-6703a42c99a2,Blackjack,15014,25215,95.14
0525cd14-fc3d-417d-873a-5aa367d972d7,Sports Betting,64154,21227,85.94
e7af9cea-7684-4b92-90a8-9bd62b4ae8cf,Poker,93424,67652,86.36
91ae2df8-28df-4083-9128-586224ee976d,Blackjack,7256,65311,86.64
20afcaaf-1a87-4b87-a39f-fecf740fb0cd,Roulette,99272,46961,93.79
511de3a2-433e-4463-82ab-75e3073123ce,Roulette,92537,14411,87.35
b5ccebf7-6389-4fa3-b4b6-dfe6b55f8e86,Blackjack,39992,10994,90.97
23db1df7-ceca-43c3-b985-c3c5e766581a,Blackjack,76127,60628,88.21
03ea08bf-f5d2-405a-af4c-8216d6d39fd4,Blackjack,23780,52847,95.24
cc334f65-44f1-4c47-9c3e-5ec066c1e4ed,Slots,97619,63832,92.89
b12455cb-dd08-4655-b656-e43833041dec,Poker,28592,57695,93.03
7a57ad6f-70b6-4dda-b247-3377ec1408d5,Blackjack,96893,74400,96.22
fea92e85-f17f-4fdb-8858-9d13a2aff791,Slots,79922,62658,97.29
58be29c1-df27-466e-8d66-8066202a7506,Blackjack,99256,37984,90.98
c0154f93-dd3c-40e0-a8e0-e9a0b6bfea53,Sports Betting,70881,53397,92.5
6ca1aef9-aea5-4a85-bb11-0f9bbcf48312,Roulette,77355,48929,87.09
b08903f7-5c1f-4437-9575-1c7aa7d32ed0,Slots,35723,59147,87.72
7a0f4bce-9758-4c0c-af3b-6b9d6138d7fb,Roulette,34069,87325,93.6
5e183e88-3129-47fc-a2f3-249391db02fe,Roulette,19619,86287,89.72
a1308202-6d48-4132-8c43-353da49bbd0a,Slots,81322,41297,92.07
8145bdc0-ef29-4537-bb27-baac2f8c57c6,Poker,85298,10024,86.96
c8cdd83d-a055-45b4-918c-fdee68db3d06,Blackjack,65620,73486,86.44
23a6e311-4f61-48d2-99e4-4b36ea8847ca,Roulette,24410,15379,86.13
a83d9cf8-834c-448d-a66a-187a2f280191,Slots,25290,85081,85.2
341f6b0d-7d94-4bf2-a22f-cf6e25c05f01,Blackjack,87879,83087,87.13
964446ec-3447-4c2b-982e-c34abb3b2118,Roulette,99440,84049,92.98
8e3e822f-1fd4-414c-b7f7-a01e96c47390,Blackjack,94774,33653,97.66
43951d50-abf0-4166-87eb-b91a8ce6c6ac,Poker,55561,33433,90.14
a7808f77-2397-482f-8c04-c50db5b46918,Blackjack,71534,40969,90.73
2743b6ef-3209-4c69-bdb5-69eb1f202e6d,Poker,7895,37007,86.95
2aa8068e-1d7f-43e5-8b89-02426e2916fc,Sports Betting,33497,48988,94.92
3597fb23-83ff-4ac7-91f5-59056fa307ee,Roulette,10256,3851,88.03
6a74fcde-1e68-477a-8f2c-5ab6ba3a68de,Slots,10464,10858,97.65
b9f6726e-f0e7-4f40-adc0-6cdf9ba84705,Roulette,82220,44248,94.38
8af60da4-a960-4df4-ad9b-9c33262cf051,Roulette,74680,52318,95.55
4ca81b60-693a-4df1-9eeb-66003ce73fd7,Blackjack,1510,45727,86.51
8f5d9b0c-8de6-4fb8-81c8-63c403da302c,Poker,71815,759,86.28
58389ede-138f-407c-8d1c-30e00ac719ca,Sports Betting,18914,64955,93.94
38a2e262-d92e-48c3-a6c8-3170bd73c09d,Sports Betting,44846,9973,97.23
ffc8e256-940a-475a-9955-38181457b569,Sports Betting,52222,26376,96.48
cd23419d-3f1d-40ea-9bbf-36e077673ca9,Sports Betting,67068,64754,92.61
f50f6f0e-b191-4652-a4e6-40ee0803427c,Roulette,54197,57033,93.66
eb7c3398-ac38-4947-af69-49b6d4856b13,Poker,34655,51802,91.6
b113f09c-ad10-4f86-b016-fcf50100e5d7,Sports Betting,22197,22473,85.15
63992880-c960-4345-91e0-642c507c496b,Sports Betting,62221,74887,93.74
d17900df-5d13-4e87-be3e-d43b0ea45b6f,Sports Betting,72148,42864,89.08
be7ff321-8e70-4bad-bb3d-64d0f4817154,Roulette,75821,77831,88.93
9e2dd990-32cb-4298-8f8c-ece147c454e7,Roulette,89152,69804,91.42
565fc6b9-7996-4834-a0a0-8b33e19ec585,Blackjack,78621,67703,87.89
eb514303-9a79-4263-b197-b83be85669f1,Sports Betting,55742,71238,87.63
3084cfbb-0aad-4e81-a951-92db58746438,Slots,66745,16983,85.94
5a8ce59c-c20b-4cc3-bbd4-343a142f1f5d,Blackjack,37148,55395,93.19
ac54f08b-bf8f-4eaa-88ef-8fa5f71f08c9,Sports Betting,96962,26444,88.59
ab90fef0-0511-466e-9a68-89660ba813a6,Roulette,42921,41036,91.18
02ac4734-46a5-4bf9-9007-f7bd2870464c,Roulette,42167,68881,87.59
6776fbbb-dd4e-4337-abd1-682ec74129a3,Poker,22897,34755,97.16
da82a57d-99da-4950-917a-4f20eb1cb097,Sports Betting,57983,1960,96.26
36f72abc-15b9-4586-b53f-ded945de3aeb,Poker,73980,17829,97.8
7d972e0c-e3e4-473d-a6fb-efc7fdf07e2b,Slots,9932,58215,90.79
595af85d-9082-4e8e-876b-d778285e3f95,Poker,40794,60286,87.22
0516d269-c007-4aed-a16c-f88d2a6042f4,Roulette,66010,89890,90.78
e96401a6-093b-4fe8-ab80-07b44c6dc914,Sports Betting,60614,26375,88.28
e69f1970-4da5-45fc-a18c-860d6dbac512,Blackjack,18658,27205,89.12
9c8a6258-73b9-4d73-939d-312cefe3e774,Poker,18768,17255,94.44
ae5ca7e4-1dc2-45c1-bc9b-ba78c49ba514,Roulette,99802,73613,91.6
d18d070b-5f3c-44e8-ab0b-ac49785c9759,Blackjack,77450,48876,89.12
3c73b96c-354f-4bb9-bcfe-a0871a9b6549,Sports Betting,11366,14120,92.56
78c2986a-083b-4f34-95dd-5c7570e8ae3e,Poker,90534,84053,89.99
c1e9db9d-64bd-4e93-843c-6e2b05fa25a8,Slots,76386,60509,87.43
ba26f367-ff31-4afe-bb1f-222743f58ecf,Roulette,14344,81646,97.52
8566fb39-e742-44ac-994b-b10d052d2ed1,Sports Betting,56406,79617,87.87
18a975fa-fe8d-42a6-9d56-b8f2d241f3b3,Roulette,82451,51053,88.05
5fc545e0-0785-454f-82af-b053f951f496,Poker,87333,56766,89.44
a169ffcc-8057-4692-bc67-97260e752c92,Poker,72348,2350,89.13
92709ae0-0653-4d65-85b5-675164e1a684,Poker,21374,81988,87.2
1c3588d1-e38c-4c22-b377-108d6e880f21,Slots,27425,58870,88.62
0d27a4fb-8517-4938-9213-afe996569382,Roulette,41338,82427,97.64
d188fe6d-120a-4a24-9279-38778f55bedc,Roulette,33459,70006,86.31
184ba62f-afd0-4592-878f-464285c3ca13,Roulette,93705,84257,90.19
492caa75-9e35-4b42-b78a-c2bdd6071a5e,Blackjack,26272,21801,91.81
696531c6-4347-4677-b06a-38568d92a456,Blackjack,72122,36853,95.64
6ac87ea5-ebde-4811-992a-1c2d57a20f60,Poker,41800,47157,93.76
e30f4ffd-2d15-489f-9941-4710dfab0a46,Slots,42669,21126,90.64
d1e5055e-4879-44d3-9779-8e22b5e578c6,Blackjack,31278,42702,85.56
b01fc2ee-c357-4ea2-8ad3-7461a7d57f2f,Poker,58277,25280,97.97
e442353e-da2b-466d-96db-fe32ead948b3,Poker,55613,86469,94.7
0d40ee8c-ceab-4e34-9611-69d113e1f81d,Sports Betting,22897,17657,95.81
bc700efa-93ec-4bc9-8e59-5c227da72ce8,Sports Betting,3110,74464,95.89
d28a0891-8b40-46e0-8989-a8dd9c1ddea7,Poker,25228,58670,93.81
8af3802e-e7c1-4a8b-b636-409f8608ea41,Sports Betting,32688,40650,87.53
23b9463c-dc60-4d44-be96-8127ae7ecaab,Roulette,78401,63988,85.7
76d73ec4-b049-4d7d-a3a8-fc562366c48d,Poker,32526,3367,93.09
9d11ac07-5ac6-4b89-97d8-1901a9723b3e,Poker,14277,63346,97.73
19eb25b5-1041-4573-a3eb-249072949386,Poker,3508,60735,91.21
0c34bdba-112f-438d-b04c-a4f9037526e2,Sports Betting,20621,10370,91.62
4219fb58-ed0a-495a-ad9e-db3bb999b9d3,Sports Betting,65158,33700,89.94
53c242de-2be3-46c4-8c04-c90523c931a1,Sports Betting,88148,66038,93.46
6d2aceb7-fb45-4f40-a156-8369ef95c088,Poker,26205,40970,87.51
d609b636-da13-4c11-8da4-81400d9b453e,Blackjack,72397,80966,97.73
ec7fc750-3fcf-46f4-9e18-22ae608a2eba,Poker,41349,75655,97.97
3e667ca7-9f77-4931-a6da-1ef66c1053c2,Roulette,2714,66057,95.55
cc8b8112-b59d-4482-978e-41fdc4aa7580,Roulette,25922,75101,89.31
e61c036c-1004-43f8-8902-3df5f1c576d2,Sports Betting,17097,64973,86.35
40c82664-3340-4185-ae8f-f397a19684ad,Roulette,47268,24275,91.68
33d3a2dc-5576-4139-af49-7f143c4bcbe0,Blackjack,38626,48282,89.92
8f1e07c7-98aa-48f4-a772-f685aa4e15bc,Slots,7842,21159,89.7
13248a4f-254b-463f-89de-c802fc60366e,Blackjack,80625,22285,95.9
5834d8cd-8445-4009-a256-87f967a8a100,Slots,46609,60537,95.11
cf8a54b6-babb-4766-a1ae-9d99d71cbad7,Roulette,91114,74248,92.86
d9611fa2-4709-4491-bf6f-6eb85d61ee92,Poker,50129,14150,86.32
84abc4a8-808a-4eed-b6f1-a67816c24a74,Poker,80518,60730,92.1
2ea45daf-1e97-4730-b458-c397d43bee8c,Poker,97912,45861,92.7
bd6fc2ca-78b3-4c25-9090-41de7ea904ad,Poker,7937,89871,90.25
4402fb5b-ad73-4f50-821a-32f5376478e6,Slots,39686,60956,88.17
c591ea83-da91-4c2d-b2f6-f316c859c0d8,Roulette,98960,79242,90.49
1d9d537a-dea6-4238-9b98-d4bb4acec1a6,Sports Betting,79958,77095,90.73
65d7d7ff-7620-4f7c-bfc0-81f0181e8637,Slots,18091,8833,88.76
68edcad8-356e-4758-9058-e779ddbb632c,Sports Betting,6389,79447,89.35
