activity_id,player_id,session_date,bets_placed,session_duration_min,net_profit
eabe7b1d-0183-4c05-a546-baa281b5d7cb,1aa708ef-fec5-4439-aec4-173644b5c9d6,2023-05-19,17,151,34.57
20ad1a0b-86a4-4616-9b6e-af9408968fb1,d14c2358-dab4-4cab-b61e-bac1bc1aa8be,2023-06-11,5,212,-447.51
fa2123e9-230c-46a8-a7bb-8d5414e7f979,fb3fcabd-3027-4a49-9f49-882b8b34fb5a,2023-10-24,1,192,211.59
fb56a68f-b017-481e-804d-925ea2f02474,9eed0079-d81e-4b32-8d28-c9aaa2492dd9,2024-03-10,2,243,-289.71
494d28b6-35bd-47b2-9f36-742742d5bb4d,49006d74-45fc-485f-8fc0-12bd27fa19b9,2024-12-13,45,98,294.46
7d989c6a-08f6-4faa-953b-fbafd79a8bde,dd9b6c7c-21b0-4d69-ae81-4c6ffa807493,2024-05-29,7,29,-189.18
7b0e0b43-bf70-4b8b-9d30-021f0aef72af,92f53963-4282-49cd-b626-fc3370d1a1e6,2023-03-28,30,189,-22.11
eeacbce2-d209-4770-a927-498e6fccbc25,857b1bb3-e885-488c-84cd-1980f250e544,2025-01-06,47,172,391.85
07442e75-c276-4097-806b-b30fd2175703,b5b2eb02-e509-452c-91de-b53daf9abdcd,2024-04-28,18,197,306.18
e28c5312-da52-44f8-9397-e816d8d559ca,434139f7-46d7-4ef4-97d0-4be1dca423b8,2024-12-26,49,155,281.86
7c996d2f-4e3c-45c4-ada8-1777b37dfe38,8fe5c118-8605-43a5-bdd0-af300bfdc3d2,2024-02-20,5,140,-339.57
29938fc4-7f0c-45d9-ab75-5bd259a33856,7fde0ad4-6786-47ee-aa0e-0c4fc7ac8389,2024-07-31,13,293,-451.86
b4b847dc-05af-4dc6-8ab9-7177de9c0da8,a036d086-80c9-4900-ba54-37ba5c0fc146,2023-06-25,2,290,105.76
54c04563-fb80-45d4-9c63-08d7512f2edc,800a18ea-a2fb-4ba2-8183-9296a82e4aa0,2023-12-05,47,256,-89.31
283b0215-d9ea-41af-8720-5ef2fa94f35c,85e966db-2785-4e57-b278-af663c298264,2024-01-19,0,164,409.08
7c3c5dd0-7d1f-482c-9b4c-274f569d9845,81d333d4-a4fb-4dd1-ac99-2ac4e1f59d20,2024-11-08,43,134,-150.41
e98f5d94-2342-40cf-8e18-26b5006156c1,c4b0d358-4700-47da-b8f0-fab6345f6022,2024-06-23,29,266,-89.45
7dfa1995-aa6c-4d75-a8e6-d60291023ff6,eee3ecca-2660-4f84-aa3c-a153bff703b2,2023-04-27,45,29,26.0
6478a575-4364-4513-9e92-1351e25c0de8,f6c05fcc-8a7a-4fbd-9d64-9dd263a9fd7a,2024-05-04,18,139,296.4
2f9a642e-3617-4542-8c12-bf2260225cd8,0498da02-a524-46a3-9a75-7b1c051c71b9,2024-10-15,18,85,-231.7
e07c03ec-466a-4da7-b16d-0abd465e1ed0,6d74f7b4-60e4-4868-b5eb-7eb76ad44179,2024-05-04,8,249,441.82
9bdbac91-524b-4f7e-91eb-9cf65a9860e8,c342608a-d01d-48d6-90df-2932fea99533,2024-01-31,6,233,39.92
fb495052-d0e5-4dbe-8398-7c5b60c18a3b,39c3a574-df9a-4af4-8395-ec5e8fee9ab8,2025-01-13,45,61,340.98
9c4808de-c7ea-41e8-b883-b8d7935022e6,2c69e3ab-853e-4cc1-88d4-57be0ab4d1fd,2024-11-12,36,273,25.62
56cf2f46-d5b8-4207-8f1b-9d62f67b1e7d,73b4abd1-8ae7-46a6-bc59-579d6cc72980,2024-05-24,49,219,271.99
96dd26af-6eec-4a19-aa57-80f6f0d768f3,99fe5838-8e91-44aa-87ac-401b0c061d23,2023-06-04,40,286,-448.58
5a20bdfe-0938-4b5a-bc8e-40efeca9336a,6e6a4ca5-4a8c-4741-8df3-60f3d282f5ad,2023-11-06,6,249,299.21
01f56f5e-cb96-46be-860e-99eb34735e73,bdf60b60-9560-454e-a9db-26d589748155,2024-06-27,8,72,23.96
23dbada1-bf87-40e7-ab3b-08a189051a87,0de11dd2-eed5-4243-afb8-255d1a586afa,2024-04-17,3,293,-50.58
74d18569-3caf-4309-a1b6-aba2d70a1538,439904b5-9124-4d66-a5c7-c2251c522e15,2023-08-27,24,198,-388.39
42e8e18c-d724-4bd0-a66c-8a73dbc7f57e,ca961360-9fb0-4f6d-b71f-107ad8f943cc,2023-07-20,48,80,241.56
8a885952-c893-41de-8acc-8f4ccd812c65,0d4f93cd-ab56-42b9-8197-d764249e9665,2023-07-09,11,137,-368.84
43c8a2ea-ab6a-4a13-9287-55b98d4e1bb9,86d7a870-6fdc-4f7d-a2bf-d58ce57f3db4,2024-01-21,5,213,-307.68
d55312f8-b006-4be9-a399-95915a313711,5be2d63c-5cc1-4921-b937-07ace68ad978,2023-09-09,17,107,-373.58
4626cd44-bf84-4691-a13a-aa44286f54fd,73c16e1e-d7e7-43f9-bf09-6ce37c3f9192,2024-04-04,39,207,-493.42
8074ea5b-d14b-4afc-bfb5-7a12122455c4,88f3576c-98fc-4fed-9ebc-cb1e3e8dc56c,2024-01-02,20,152,161.91
ee629de2-0816-45cc-9ec8-75b8d54f75cc,627e8172-844f-41af-a385-d068b0f6f52c,2023-05-08,14,133,-229.16
ed1b2695-b304-4715-93b2-0d7c3e3b504d,a53827ab-b412-48b7-90fe-7009a2adf525,2024-12-30,2,166,-350.53
9137493c-7631-4890-a7b6-95cee021a297,6f90d25b-c2a9-4a45-813d-73ee6449db4b,2024-10-13,1,180,-180.03
c51dc3a0-0994-4759-994b-cc54d6c5297f,c177eeb7-efa9-4de1-b2aa-9d444e3899fa,2024-02-02,40,121,-0.92
0390e333-3371-49b8-8de2-8c45a6c81f32,b75f6e50-a15e-43a0-9693-fbe3484d5b74,2023-08-26,39,174,3.41
a1a6050e-b816-4703-83da-788ecb1ee7d2,870b72a8-f188-422d-925b-9717a6b2151c,2023-09-03,3,68,-132.8
bca4daf7-9c5a-4ac4-8628-26e798cf2f7e,ac894c37-b3ef-43cc-ade9-d58e343ed113,2024-11-27,31,187,-5.07
69c2d229-38c9-40de-8f61-fe6cca9935f4,1d1302ca-d74a-42a1-b60a-0c03a9b78894,2025-01-22,1,138,-72.66
cbabf8e6-f975-4370-a6ae-add9519fdf40,720f5253-f68c-4186-907e-1d9778f86c33,2023-05-22,45,238,322.67
1b9d8935-f0e0-435a-9da6-53f40a9bc993,a29c1716-cf84-4fb2-9449-0be23ed2bf21,2024-11-10,28,18,-470.39
9627536b-8377-44f7-8be8-738ce8e2f84b,c0cbc804-879d-4c44-987d-4b892559b023,2024-02-29,1,76,368.03
939ec0bd-0585-428b-9e77-f9ef8fe33a07,fafe8ffe-bc95-473e-8b9b-f0b218cc46c7,2023-04-07,33,151,-256.08
b1c806bb-2ee5-4702-9e0d-c970f153bb97,7889cc36-1895-41b2-82f7-4946cda20dae,2023-03-20,26,108,221.78
05acb7b1-5b5a-4172-8d6b-a1d1736bae9c,c9f6aa36-8555-4522-9456-9b8b1dcc3788,2023-09-07,38,153,-94.96
a1bb3d90-8303-478a-8759-ce03b22ad19f,463d8a05-1cce-49d8-8615-6da176d63091,2024-12-07,43,37,-205.67
e2d6516e-fa22-438c-af08-e45615a1e862,2addd03a-6fda-4037-9abf-fcdc9e020bd2,2024-11-23,37,146,115.35
67b91cd6-0994-4a8c-8222-84b471934b14,d846a1d1-c2dc-41fe-99af-1bc3fe3fd9f2,2023-06-22,17,126,268.88
db037f5e-fe5a-43fa-b5ef-e58f926a90d1,9f1decd1-e63b-4148-9063-e0270279baec,2024-04-02,35,285,-50.06
8eca1086-2135-46a9-a3e3-25ab85f3aad1,46bb4b9c-3dd1-49ef-b7bd-92397637fa1c,2023-12-07,18,108,-33.45
086c0760-1087-46a9-964f-cf2a94db0893,b51692ce-85c1-4b36-96fc-18acd64c573c,2024-03-12,26,286,-441.14
47065bf2-be85-4ef2-98c8-d12c71d2c980,1bab900f-5f83-4b9c-b76e-cbffb3e0ff67,2025-02-04,44,240,424.0
fc89eb23-7919-4026-b356-6fb8dbd23852,57603913-f515-4ba2-8664-1920fe19bd51,2024-01-21,19,102,346.9
1c4eebf8-b3fe-4bcc-a590-4343350103cc,5de710fe-3e37-4ef0-9a4b-8da5b90e845d,2024-02-10,20,220,-102.01
935b89e7-42ff-4878-ab1d-4d6ef968aa58,aeaa58ca-53dc-476d-a3dd-4c436ea6fb31,2023-04-11,22,7,264.95
eddca82e-7c29-46b3-b74d-3612eaa00173,a3a1439d-0205-4241-be5e-4fc8668c4116,2024-11-27,29,216,-186.72
70ac17a1-209c-453e-942a-d8cfff1e6c85,3861406b-8305-4fb1-abf8-74df30425818,2024-07-31,24,169,230.42
498005ab-d7ef-48d2-89b9-6ab6c3f96b70,7b02bcfa-55f5-4404-ad0c-37e749e28492,2023-06-24,30,74,16.69
11106e84-ed83-47ce-a9d9-2f1f5468680d,dc6df145-d75c-42bb-8282-ad3332e7d542,2024-12-20,26,293,-39.23
966cebf3-15fd-4877-b420-3e71970dadb6,a76bc594-fc1e-4454-af58-4628ed8ebb59,2023-04-30,33,27,-443.48
3caf33ec-db30-4f73-a0b9-a21bfd75fa94,f2e9dbd1-596a-43fe-9d5b-e08667a87ed2,2023-08-01,7,277,465.42
17c6ab2b-9092-491a-90fd-692651da6586,05026741-4332-4f90-af44-07acb7648b9f,2023-06-27,18,43,337.41
16299934-d066-4dfc-a772-8f26eff1db52,ec556a15-ef2a-4d4c-84be-827d1a14a10a,2024-02-09,40,93,293.39
0db03eff-d9f9-4bd2-ab7e-4996de27fb26,7557aba0-becd-41a9-8163-86286fcc3894,2023-05-22,25,71,-195.08
783c815e-260b-489b-87f4-4113c28420fd,f555bd2f-d3a7-484b-b57a-095d24d63d31,2023-07-30,27,269,-210.41
243fe373-bc68-4d36-ab10-bf4f2c62217c,ce3c421f-1b5a-4e2c-858f-b2d2b492988f,2023-09-10,3,109,73.19
afa7331f-9cd1-4eb0-9a4c-b48f1f1464c6,1d23c003-9644-4b87-8934-95846008b35f,2023-11-09,30,181,346.22
8ed3e223-ae09-4c5a-97e5-2ca00e535ce2,35fd0dda-fb30-4f93-ac88-7d199ffd0e64,2024-11-21,15,215,434.63
2ca5d97e-ae21-44f9-81c9-143a05c74c93,646f6246-c6bc-42b6-91ed-6324ebfa63a4,2025-01-13,9,114,-231.07
b4c89c2c-06ea-4948-b305-23705e2d262e,8312e381-b52c-4abc-9203-8cb9473c0a17,2023-08-01,37,185,107.41
78d3475c-3feb-422b-82b0-43c83492d36c,9da9c950-2088-483b-ab25-a32f9ff04799,2024-07-11,47,125,223.9
39a1282e-239f-4c9e-ab48-371c6bff49da,b4c63ca9-ec99-4159-ba6f-e2699eb16295,2023-10-27,9,105,-273.61
7acb29f9-5a90-4e23-9524-34d3652d56ff,4901883b-c8b7-4a42-9ff3-121b06ca78c0,2024-06-26,44,237,-92.53
6d7fe485-2656-4685-a3f4-1dad252c00b0,52f173dc-465b-4230-90e2-6ac9363af8fe,2023-06-07,8,141,-312.53
b088a1a8-e817-4198-94a3-2a643c9efd00,d4849ed0-556c-4dd9-b4ec-51d3e728217b,2023-04-04,38,293,198.91
4c475020-6c27-4343-9e00-70d24a1b830c,9144f152-efd9-41ee-90c6-905f1ea61fa2,2023-05-01,35,158,363.79
5ae6bc02-6bb8-4683-852e-4c7f1cec5201,7ab7ce4b-9c7f-4045-830c-e72a2030788a,2024-07-08,35,274,377.53
f7bda83b-02f5-4779-8827-686af607a5b3,725dd254-7f68-4e9c-8672-ba3f3185aa11,2024-04-05,18,117,170.09
0795d0ef-45e4-457c-8988-eb3a060e4ee9,b8cbb8e8-0491-496b-bbb8-52afb9419927,2023-11-24,18,62,-152.85
b95413a3-3d48-47c5-834e-6d018226b79f,51679b26-11b5-4386-bd8b-2861a6fac103,2023-02-20,11,24,161.04
7a1e2ca6-f144-4a84-a08b-ca38ab30147b,1652f3d8-c4cb-4a3a-9707-a9419a9cc10c,2024-06-05,12,60,364.27
bb14b04f-71fe-4831-aae5-2f66b9e1877e,d46e03ea-4203-44fa-8dbb-071f684e45fd,2024-05-22,24,265,125.86
c35f6517-94a3-498b-996e-8deccaaf998b,8fce3550-9e75-4faf-ae7f-875ad00d03ad,2023-11-02,35,180,-87.11
bb75fa95-d08f-4a65-8d15-9558348ca5aa,8bbd4c43-ad53-4a55-969d-a6a509924f80,2023-06-02,24,232,419.8
2859ae53-f1e7-4d12-a841-92464690b2fe,924534e7-6356-4714-9fc0-3ec12a709f71,2024-09-05,27,143,335.22
ac5de126-4f7b-441e-8f7f-1fff63ba3e3d,093bc885-185b-4665-b91e-8e62fd9e59fd,2024-02-10,41,245,382.44
a3657b36-e3e1-43e9-8412-4a9eebbe0d0b,bab8f8ad-f735-4c7b-b3ec-672f1ca6a7bd,2024-10-17,38,81,403.19
8cf75cc8-e0e9-43d6-a42a-25748923182a,e429630b-3cc6-4229-9cd4-cd11a4615517,2023-09-23,29,126,-106.19
ce1ad1c5-c527-4dc2-bc0f-3e4583277877,059570c4-f883-46af-a936-2bf29e126062,2023-05-01,4,137,359.64
8d9cc4af-d253-47de-89a3-51c448ccc4a2,225feb93-d2d5-4269-98a9-2a2a9bf3a900,2025-01-08,16,56,70.35
560ffaf8-0406-4972-a75a-2f71a747495c,ee77a1a8-fdc4-4944-bb38-092370d15308,2024-02-02,17,213,-461.84
057ab256-90eb-40cb-8afa-eb6dfbb45b9f,e167c587-a177-4c1b-aab0-ea282b21856c,2023-09-06,42,94,135.84
a7235771-f56b-41a0-85af-ebcfccc5f0ba,fa83e23f-ce49-4214-b460-e11b7195f7a2,2024-10-12,46,292,-29.38
5bed79fb-bf54-4895-a84a-e4a10eb1066f,362772cd-f0d2-40b6-8780-1fb04bd91dbd,2024-06-11,20,128,-224.85
6830d416-c523-49b3-b83c-d0b246081c65,e139f6ec-6e78-49f9-adda-907977389416,2024-12-21,21,217,470.38
3c733dca-097a-4589-8a96-4ca376e6045e,c1e7081b-0565-43ae-8d78-843e9bde1926,2024-03-25,38,199,-444.93
5ee74b01-d7ac-471c-9a7e-68e44fc32853,cb77b719-9e14-4daf-91d5-3b94835b5525,2023-06-15,49,20,445.88
b8db3ce4-a2c2-4a82-aa32-f428667d9d07,0285bc74-7e6d-4337-85f8-8b55f84cb41a,2024-07-09,5,55,-340.73
548ae79c-0724-4194-9005-c520eb886b6b,aa8d144e-cf96-48b9-a1c5-11c14c52d213,2024-03-22,49,246,-123.01
73143fa8-dbfb-49c9-a0fb-fee444e72486,8706f232-cead-468b-875c-80c6b8bf3e29,2024-07-13,15,251,-82.76
3b05dc3e-cf7f-4461-b11f-edc709afb685,dd70e310-1bea-4285-a694-0e17e2cd3ad5,2024-05-20,1,60,231.02
14879ff1-c4e8-49c7-9d23-0b384fdabff0,89fc382a-2e24-4b51-a3e1-8778f2d7c18a,2024-09-11,0,163,-284.39
d89be886-3171-4c48-b229-c5c66b06dce7,7d79d619-ca94-426e-a450-a75363808b94,2024-03-02,29,202,486.1
48ff1a13-1de7-4570-a7d5-fa167cb262a0,144704d9-2dc9-41f4-8aff-c88e20e86106,2023-08-10,42,227,249.01
38d1cbf8-dd9c-4652-a8cd-7888c86d2da3,fb23d969-cc17-4b75-9aa7-f9df83421015,2023-06-06,36,129,289.95
0dfc32ac-11cf-42e0-b0b6-fc87a218cce3,16843a23-6b45-4863-9d89-8aac41ded382,2025-01-28,47,45,-393.57
9d6f762b-4b54-40ad-8833-a439fd3755a3,f9130719-f931-4dea-bade-da7f09149c10,2023-11-10,22,197,-23.69
b9d17c0b-eb9b-4e54-9c8b-efef162cca5e,e9d86818-ffee-4384-850b-a1f20863d326,2024-02-11,0,166,445.61
08c24941-5065-4f6b-b125-47640a6b1744,46dd9379-5e84-4d60-94a1-ebc1585f8adf,2024-11-24,18,247,-229.93
3a1854a7-1088-41e3-8304-248f784dd841,7e21ed22-5dbf-4179-983b-6ae5f3794a7c,2024-05-26,45,226,-354.62
1ca4a0eb-b402-4d88-b8c8-9789dd46bc70,3322a2a8-5f78-41a9-b602-077e3d04e04b,2023-06-26,2,280,-14.61
637d361c-824e-4c73-8d37-d9c1217b46b5,9f7e828a-2b69-4020-a993-12aefe2a76bf,2023-05-01,1,260,430.39
d42fbf33-68ce-4956-8554-304d05f2b275,0101386b-0302-4fd0-bd49-a0bc3479ad2e,2023-07-11,36,197,-13.21
1cdd64ff-71ef-43ac-af2e-c4d52314de8a,6e773e11-46a4-4921-8112-78dacd7f76db,2023-07-12,16,107,-95.17
da098992-b51e-4287-a1ac-ae4ca428ca1d,5bfcfae7-634c-4152-8031-064b70b092a0,2024-09-27,27,269,150.27
cf239404-0431-4040-85b5-93fdc1ff8203,438b2450-8b17-427e-b234-323f6e71ca65,2024-05-14,17,232,436.88
6da3e0e1-bf37-4e95-b7f5-4f885ae3d63a,23d509e6-21de-423f-99cc-cb66c3ea4c48,2023-07-16,32,101,-450.94
46d51a7e-8f55-4ccf-875b-c2a17885d8fc,eaaa085e-34d9-4481-a2a5-c0b92a6d16a0,2024-03-14,14,160,-346.6
a1842577-06ca-4726-b87c-e88447e22690,2b9c07f2-2bfe-4863-ae05-1c6751a6fc82,2024-12-21,21,95,-367.25
6c97a449-ec34-4bef-b9e2-057a7a9968b9,44fb9d11-d4ac-4320-8109-5b81c475c3a7,2023-04-07,40,207,-414.67
6db11b75-f26e-4a65-9bda-b9dcbf78cfff,49ed962a-d717-4c36-b53c-f5b27e14ecec,2024-12-26,26,235,-197.89
1c8de954-fb3b-4b63-973e-55173e18c0aa,de108f90-15ee-4597-b518-69153d9385c8,2023-07-03,36,154,-270.69
1be0a49b-aa46-4a44-8927-86f7b0a233cb,08b672e9-2dc8-4a11-a8ee-993987181db0,2025-01-02,31,100,48.69
d5ff4f14-304e-4b2e-8c09-350e82dff7d7,fa95ee92-5593-4af2-a9a6-b1d5d9227279,2023-05-29,44,238,-172.71
933e039c-ded3-4670-a572-fd9a0d53a892,3a1036b9-7087-4a6f-baec-7152b15a22f2,2025-01-27,18,107,-94.79
c5141c22-5b34-4525-bc9d-c1178bc1069b,1c1efd48-70d6-4b93-9a47-0246d7eaf636,2025-02-02,27,130,441.86
fa4defcd-0c39-4034-86fe-268a1f84f069,898d93ad-e4e7-4ebb-9d2e-aff605922378,2024-03-29,27,299,-344.34
31031adc-0d47-4545-bfba-c70fc6a060fb,4915b035-cb28-42d7-997d-139005da0141,2023-02-28,9,43,-111.54
c0fcc6df-657e-4804-9230-d2617f4d7a18,1c6de519-05eb-4eac-9d45-f7143b906867,2024-07-16,19,63,-242.92
8122fbdf-8ba5-4d54-8c59-1bad71fd8414,07eb733b-6ae7-4ef9-8e93-f9f09a362af8,2024-01-03,24,73,49.17
e91ff75c-50ac-4f30-a297-b4f712cc3359,d4179172-9f6d-416b-84b1-390c9b932987,2023-03-03,20,186,236.34
5c871501-1c22-4786-8eb3-f50ccc1de15f,dd9b6c7c-21b0-4d69-ae81-4c6ffa807493,2025-02-07,13,117,316.99
8eedd2a3-8d54-4ff5-b71a-761ad1414bad,39a1926d-a207-4f1a-93cc-6d37f0e67c68,2024-05-09,21,5,15.3
afceabd2-337c-4902-b44d-9725f30b2d58,a7473a68-dd00-4275-8589-15c1fe9725cd,2024-05-29,25,76,354.92
a68c6858-73fc-4a3c-91b6-c50135bb469c,01fa1d20-6fb5-4c80-91d7-5576c7f52e69,2024-01-16,43,291,285.08
298b326f-4451-4315-8835-ff136a4e2790,eb5a4c9e-2deb-43a4-bd78-bdd247182a48,2024-01-18,10,83,-343.0
69a59921-82d6-41e4-b298-bb9bfb3f6675,e56f2d1e-4b96-4197-8d9c-f8e77d47bfaa,2024-08-13,6,60,-254.57
25ab5317-1023-49c7-9c07-8702d36af374,d48f6396-db10-41b2-a8b0-49179c8f56af,2024-04-25,16,107,171.72
878bdaed-47d0-4f0b-8e1f-89fc9ce2a0e9,7bccfa29-50f7-4ee2-a884-2ec644629401,2023-10-17,17,117,474.79
dab3f75d-5e5a-4c84-8cbd-a00e98a6eaaf,2dfb668c-8b7a-4155-9a8c-ff780444d1a1,2023-03-16,6,82,-123.87
25e1edb8-8e76-4908-9453-dc893c136f00,76e421b8-9ea2-4c5b-9380-d7b605300803,2023-03-19,19,141,-270.19
a3d1b5b9-a108-4c7a-9fdd-8cb89dec64c9,008eaec4-2de8-4a05-be81-807816ac1a3f,2023-09-02,37,222,369.13
5c959fb6-3da3-44b2-8148-8391a0800f53,68f2a5b9-3f22-448d-92da-c06b50481b32,2023-06-19,10,70,-300.39
c4161e16-8c33-40d1-80c5-bf5e0f158fe8,c8519192-46b0-4ebc-b786-24df5e4d3746,2023-04-02,43,12,197.41
50fa8fe9-e0cf-4617-888e-d4cad9bf098e,678662be-9f5c-460b-92d7-59fa0fa27932,2025-01-22,15,297,-465.75
3b1dfb18-4fff-4109-bea0-6dbb520ee1ad,f08ad1d8-f97f-444a-887d-0e51387e2a30,2024-03-28,26,105,-481.02
c77d991d-1c76-4999-8db2-c4702d424ff5,fee1d19f-0f08-48dc-bae6-e2a3aabab067,2023-09-03,10,207,-48.43
71656b84-f890-4106-9a98-de34b5a92a1a,12197c52-742b-4ce9-8fb7-5f6639e39b6b,2023-08-22,15,65,156.54
b59a35f2-16ee-45ab-a4d1-efcfd4b16292,957b40ba-206e-405c-8d00-9f4dfde2a34f,2024-07-15,22,63,-357.57
84ebee29-9473-4a1a-b0e0-74ba41de5e78,0b45546f-d8d0-4083-8ae8-5e9f74127e3a,2024-12-02,11,178,263.88
950c6fbe-334d-4546-be99-bbd031005ec6,eb7c31b8-3d86-4861-9dd1-803f0926f5d8,2024-09-28,39,8,-371.26
c03a0a23-841c-460d-9461-8a9151c402bc,173cd410-655d-49f6-a9df-d209a0aeb721,2024-08-09,2,159,33.71
070ad441-2f2d-480d-be4d-565bac45ad39,0ee0c3e4-80a1-4fad-bb72-3a8e2ea9fb97,2023-11-18,1,11,-191.7
85a846df-0ee5-49f1-8758-1cd4e4e85cd5,2addd03a-6fda-4037-9abf-fcdc9e020bd2,2023-05-07,37,273,252.25
95630864-dc96-4d5a-8ea2-821e10252acb,2fe77882-de6a-4df8-903b-e76bb0a79e8a,2023-08-03,47,95,304.12
1d13b4ae-b607-4b0d-ac72-7626e3e965e7,96035ae5-704e-4089-9321-710929562380,2023-05-11,23,155,-433.91
79d2c2d9-eaf1-4957-b367-58e59f6bf379,49a3b954-3f71-4f33-bf2a-f1df820c1155,2023-11-09,28,206,-307.4
dd69bd37-0dad-4e1d-9c8a-1f7727445b71,6c34e8fe-dc14-4ed1-9b9b-34146b00f7f6,2024-04-07,46,115,392.64
517bd772-b37e-40a2-af2f-03062041f443,39148192-2ca6-477b-9c04-b7e6861a6476,2024-11-01,45,87,-84.39
61af8fd8-8f9d-46dc-b03d-91d7a2a9652c,a118c7e5-f3af-4004-9763-044c2b6c4c97,2023-03-01,33,197,-23.26
741d2745-2910-4eb9-97f0-728a325fc884,e160c718-5c1d-4ccb-95f5-2b25d4ccb30b,2023-12-23,19,98,-331.98
b8998595-e50a-4083-884d-4d8ab80647f4,9366b3bd-548b-47b6-aeea-f914ea47d13e,2023-04-20,17,19,494.89
9b2270e1-953a-4b04-8980-30374b4d2b3e,7fde0ad4-6786-47ee-aa0e-0c4fc7ac8389,2023-10-16,13,16,423.05
9ecba5a5-805d-489e-ba8f-c6842a5b610f,04530740-7377-4942-bce2-706b0425dd57,2023-09-26,17,45,-497.98
e0a8c201-9bf5-486b-85e3-4819dc5111fe,3a1b9087-e866-4892-83ad-f7ca2020111b,2024-08-06,1,155,50.73
2b5972f5-9801-4dbc-a4a2-59b93e7cd2e6,07d0e0ac-9252-4286-9dbb-034997bb2ae4,2023-05-16,0,231,372.27
fad5dff1-8c73-4d92-a858-51eb4c975aa5,ddc52e7d-9f5d-4961-a429-381fc4638100,2023-04-19,19,157,-69.47
1a052831-8b96-4b1c-8bc3-5efe010f1ae8,31d3d0ce-98b0-42a6-b18f-53a28969a448,2024-12-26,33,113,-63.19
c489e554-eef7-4b82-ad31-95db8e357695,7d2348ca-73ba-4879-bf30-de6ca08fe981,2023-05-10,40,44,-120.65
e33e2da1-caf6-4b39-a904-cb4198b8300c,0a1eb4bd-7dd7-4175-bdc9-c1ebfa855195,2024-09-16,40,110,-471.17
